AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time
57.500000,41.000000,52.369999,19.360001,20.930000,0.940000,53.500000,2013-04-28
49.470001,32.450001,49.470001,18.940001,19.559999,1.020000,42.770000,2013-04-29
45.528572,31.870001,29.780001,18.530001,16.540001,0.720000,67.430000,2013-04-30
50.362503,35.290001,45.880001,14.780000,17.809999,0.900000,59.650002,2013-05-01
68.074997,49.459999,62.570000,24.230000,25.330000,0.990000,64.669998,2013-05-02
78.062500,57.450001,58.889999,18.309999,24.120001,0.980000,40.860001,2013-05-03
80.675003,59.540001,59.720001,16.730000,21.410000,1.040000,44.849998,2013-05-04
77.662498,57.130001,65.300003,19.959999,17.340000,1.020000,52.439999,2013-05-05
72.050003,52.639999,62.700001,14.540000,10.470000,0.870000,59.060001,2013-05-06
66.975006,48.580002,57.770000,12.210000,13.070000,0.890000,46.799999,2013-05-07
54.887501,38.910000,39.849998,13.930000,15.830000,0.890000,49.720001,2013-05-08
37.571426,26.299999,29.770000,16.450001,14.930000,0.960000,53.380001,2013-05-09
66.400002,48.119999,55.740002,20.670000,19.740000,1.010000,60.849998,2013-05-10
70.762497,51.610001,69.349998,18.860001,30.469999,0.740000,83.059998,2013-05-11
78.349998,57.680000,79.150002,31.879999,32.720001,1.040000,83.940002,2013-05-12
69.212502,50.369999,68.139999,21.610001,20.450001,1.050000,82.559998,2013-05-13
73.375000,53.700001,75.660004,23.459999,14.890000,1.100000,86.180000,2013-05-14
40.185715,28.129999,35.610001,11.230000,11.550000,0.770000,73.989998,2013-05-15
50.450001,35.360001,33.470001,17.139999,17.010000,0.890000,65.059998,2013-05-16
53.962498,38.169998,50.970001,21.700001,15.760000,0.790000,84.419998,2013-05-17
85.462502,63.369999,63.389999,10.880000,15.220000,0.820000,90.190002,2013-05-18
97.562500,73.050003,81.459999,19.670000,18.430000,0.670000,82.500000,2013-05-19
108.462494,81.769997,101.330002,37.340000,30.200001,1.050000,54.549999,2013-05-20
74.187500,54.349998,67.570000,25.090000,27.219999,0.890000,76.150002,2013-05-21
74.237503,54.389999,67.680000,19.090000,28.160000,0.910000,72.680000,2013-05-22
88.074997,65.459999,79.230003,21.670000,18.410000,1.060000,89.199997,2013-05-23
86.237503,63.990002,81.250000,20.629999,16.100000,0.990000,83.160004,2013-05-24
59.562500,42.650002,60.360001,19.690001,13.450000,0.930000,76.040001,2013-05-25
29.370001,15.520000,29.370001,15.270000,14.070000,0.640000,46.959999,2013-05-26
37.459999,25.170000,37.459999,13.660000,11.100000,0.770000,105.699997,2013-05-27
55.845001,38.970001,61.689999,18.030001,12.520000,0.930000,84.410004,2013-05-28
57.625000,41.099998,45.669998,14.370000,16.379999,0.910000,59.480000,2013-05-29
69.175003,50.340000,54.880001,20.639999,13.890000,0.830000,61.230000,2013-05-30
79.974998,58.980000,82.529999,21.820000,15.890000,0.670000,92.680000,2013-05-31
77.787498,57.230000,69.449997,15.460000,25.340000,0.680000,47.660000,2013-06-01
64.750000,46.799999,56.650002,16.549999,11.780000,0.610000,69.669998,2013-06-02
83.349998,61.680000,77.300003,22.410000,13.940000,0.790000,78.839996,2013-06-03
81.250000,60.000000,70.610001,19.690001,12.190000,0.940000,81.949997,2013-06-04
82.849998,61.279999,75.440002,19.240000,11.880000,0.890000,85.570000,2013-06-05
45.779999,31.620001,45.779999,19.190001,16.120001,0.870000,47.349998,2013-06-06
58.437500,41.750000,47.070000,18.290001,17.950001,0.570000,65.360001,2013-06-07
81.300003,60.040001,72.239998,29.510000,22.040001,0.760000,87.779999,2013-06-08
42.914288,30.040001,40.750000,12.920000,12.470000,0.550000,78.970001,2013-06-09
77.474998,56.980000,60.660000,7.440000,14.660000,0.680000,66.029999,2013-06-10
55.162502,39.130001,43.560001,11.690000,11.280000,0.550000,97.019997,2013-06-11
49.385715,34.570000,42.250000,15.970000,11.740000,0.590000,94.769997,2013-06-12
46.414288,32.490002,41.889999,13.020000,11.160000,0.600000,91.849998,2013-06-13
52.737499,37.189999,46.750000,14.220000,11.300000,0.710000,96.269997,2013-06-14
37.009998,25.400000,37.009998,14.650000,10.790000,0.590000,61.910000,2013-06-15
25.590000,15.280000,25.590000,14.210000,13.020000,0.600000,44.720001,2013-06-16
31.360001,17.889999,31.360001,18.250000,17.000000,0.660000,54.360001,2013-06-17
40.520000,25.510000,40.520000,29.870001,24.340000,0.710000,63.799999,2013-06-18
50.285000,30.299999,50.570000,23.389999,23.280001,0.660000,67.239998,2013-06-19
53.160000,31.870001,56.320000,19.200001,20.780001,0.660000,48.299999,2013-06-20
48.150002,31.480000,48.150002,18.900000,9.560000,0.430000,74.620003,2013-06-21
48.490002,27.790001,48.490002,17.170000,9.710000,0.550000,65.339996,2013-06-22
30.650000,19.730000,30.650000,13.620000,11.530000,0.500000,59.910000,2013-06-23
28.299999,17.559999,28.299999,15.940000,13.650000,0.550000,57.150002,2013-06-24
39.820000,27.330000,39.820000,18.500000,17.389999,0.560000,58.700001,2013-06-25
53.669998,35.439999,57.340000,16.100000,16.860001,0.650000,59.320000,2013-06-26
26.637499,15.470000,25.110001,11.580000,21.309999,0.610000,46.939999,2013-06-27
26.010000,17.000000,26.010000,10.990000,15.950000,0.550000,43.029999,2013-06-28
33.349998,18.510000,33.349998,12.140000,12.230000,0.570000,59.549999,2013-06-29
39.509998,26.820000,39.509998,16.030001,15.800000,0.710000,50.660000,2013-06-30
34.157143,23.910000,33.320000,19.020000,16.600000,0.590000,71.610001,2013-07-01
19.280001,10.830000,19.280001,14.590000,12.890000,0.490000,42.919998,2013-07-02
27.469999,14.070000,27.469999,17.000000,16.049999,0.610000,58.150002,2013-07-03
34.869999,17.629999,34.869999,19.219999,17.530001,0.630000,57.299999,2013-07-04
34.400002,17.190001,34.400002,17.799999,17.379999,0.580000,48.090000,2013-07-05
39.360001,20.690001,39.360001,22.020000,20.420000,0.630000,54.020000,2013-07-06
