PM2_5,PM10,SO2,NO2,CO,O3,Time
64.139999,157.639999,24.540001,48.470001,1.300000,27.790001,2013-03-23
31.549999,75.559998,14.630000,38.209999,0.950000,30.180000,2013-03-24
41.320000,85.089996,21.590000,43.840000,1.160000,24.440001,2013-03-25
61.090000,143.820007,25.219999,59.810001,1.540000,20.160000,2013-03-26
68.540001,175.000000,28.620001,62.130001,1.400000,27.830000,2013-03-27
33.820000,154.110001,21.930000,40.410000,0.830000,31.100000,2013-03-28
45.330002,91.820000,26.309999,38.669998,0.930000,28.139999,2013-03-29
70.099998,160.000000,30.910000,60.209999,1.190000,26.600000,2013-03-30
61.910000,152.720001,27.740000,52.990002,1.330000,26.719999,2013-03-31
46.810001,242.199997,17.660000,35.980000,1.130000,57.720001,2013-04-01
19.299999,60.689999,9.980000,27.809999,0.480000,36.330002,2013-04-02
15.290000,31.360001,4.130000,34.500000,0.650000,54.070000,2013-04-03
32.759998,58.970001,11.300000,50.139999,0.810000,47.880001,2013-04-04
64.750000,114.510002,27.639999,59.040001,1.250000,28.160000,2013-04-05
49.770000,123.209999,21.350000,58.310001,1.260000,36.660000,2013-04-06
44.169998,91.410004,21.480000,49.959999,1.020000,40.029999,2013-04-07
39.340000,91.150002,23.510000,42.520000,0.960000,28.139999,2013-04-08
89.629997,330.709991,50.889999,70.559998,1.120000,17.680000,2013-04-09
81.300003,252.610001,43.470001,72.580002,1.030000,28.650000,2013-04-10
56.439999,181.899994,26.040001,65.239998,1.050000,27.950001,2013-04-11
49.529999,187.589996,37.980000,67.870003,1.310000,19.430000,2013-04-12
83.279999,287.570007,38.250000,86.889999,1.190000,27.830000,2013-04-13
73.230003,241.110001,25.250000,67.660004,1.050000,40.790001,2013-04-14
56.709999,124.760002,21.690001,39.090000,0.920000,35.410000,2013-04-15
44.900002,129.679993,18.260000,48.290001,1.240000,26.129999,2013-04-16
17.990000,25.410000,5.010000,23.660000,0.790000,42.689999,2013-04-17
49.830002,78.470001,23.930000,40.750000,1.200000,23.049999,2013-04-18
20.459999,34.299999,8.990000,47.270000,1.140000,18.389999,2013-04-19
27.030001,38.700001,13.590000,41.090000,0.850000,36.080002,2013-04-20
49.500000,105.160004,40.349998,62.939999,1.320000,21.000000,2013-04-21
60.160000,135.210007,34.650002,62.230000,1.340000,30.760000,2013-04-22
56.480000,129.479996,39.020000,46.799999,1.410000,23.740000,2013-04-23
78.430000,186.919998,41.470001,62.400002,1.560000,25.770000,2013-04-24
63.980000,185.309998,20.620001,67.900002,1.230000,33.099998,2013-04-25
44.540001,98.559998,20.730000,37.240002,1.060000,20.040001,2013-04-26
67.129997,112.370003,22.680000,36.840000,1.290000,30.200001,2013-04-27
35.080002,75.339996,17.760000,37.330002,0.960000,32.160000,2013-04-28
23.540001,33.520000,7.400000,32.130001,0.920000,22.049999,2013-04-29
52.259998,82.430000,18.040001,45.619999,1.510000,20.379999,2013-04-30
36.730000,79.230003,18.799999,47.400002,1.140000,30.520000,2013-05-01
33.919998,87.610001,17.400000,44.480000,1.080000,30.549999,2013-05-02
44.000000,90.129997,21.320000,43.000000,0.890000,33.099998,2013-05-03
65.419998,194.550003,23.730000,50.250000,0.870000,32.349998,2013-05-04
26.240000,36.790001,13.100000,35.490002,0.610000,42.439999,2013-05-05
56.799999,127.330002,29.850000,58.279999,0.910000,32.209999,2013-05-06
35.180000,87.500000,19.340000,40.830002,0.560000,38.549999,2013-05-07
57.240002,107.940002,36.369999,45.410000,0.630000,19.540001,2013-05-08
115.290001,247.919998,59.040001,102.180000,1.510000,20.820000,2013-05-09
75.360001,192.179993,27.950001,76.739998,1.120000,35.490002,2013-05-10
57.990002,121.279999,27.639999,48.389999,0.940000,34.619999,2013-05-11
31.700001,66.309998,15.010000,26.410000,0.630000,56.040001,2013-05-12
84.160004,170.119995,33.779999,64.419998,1.420000,28.139999,2013-05-13
34.259998,66.309998,13.790000,23.790001,0.510000,52.310001,2013-05-14
43.580002,73.680000,23.240000,47.580002,0.870000,38.380001,2013-05-15
63.680000,152.679993,29.070000,60.099998,1.170000,27.719999,2013-05-16
55.509998,105.440002,18.670000,50.799999,1.050000,48.540001,2013-05-17
63.889999,128.460007,20.820000,46.320000,0.910000,40.860001,2013-05-18
68.220001,185.690002,47.270000,66.160004,1.150000,39.270000,2013-05-19
62.849998,119.379997,19.320000,48.900002,0.910000,60.400002,2013-05-20
48.869999,117.949997,20.420000,39.419998,1.240000,40.570000,2013-05-21
24.420000,35.770000,15.520000,31.299999,0.910000,59.799999,2013-05-22
28.139999,57.889999,24.700001,63.740002,0.870000,38.790001,2013-05-23
60.209999,107.410004,24.920000,57.230000,1.030000,40.669998,2013-05-24
26.139999,33.799999,8.380000,32.980000,0.550000,48.880001,2013-05-25
20.889999,36.880001,6.860000,29.580000,0.490000,57.750000,2013-05-26
34.360001,59.650002,13.510000,39.070000,0.630000,45.549999,2013-05-27
35.959999,66.980003,18.950001,46.959999,0.640000,47.529999,2013-05-28
49.209999,106.360001,21.980000,58.200001,0.790000,53.070000,2013-05-29
47.029999,98.989998,19.430000,68.650002,0.790000,42.750000,2013-05-30
45.509998,80.370003,24.170000,44.910000,0.950000,50.779999,2013-05-31
62.500000,116.470001,27.660000,61.570000,1.300000,48.500000,2013-06-01
60.529999,140.169998,26.740000,59.990002,1.130000,42.959999,2013-06-02
69.540001,155.270004,20.770000,62.930000,1.040000,37.900002,2013-06-03
43.480000,82.110001,18.900000,42.099998,0.810000,56.500000,2013-06-04
58.840000,157.809998,15.820000,50.560001,0.810000,47.750000,2013-06-05
16.980000,32.419998,6.190000,32.750000,0.610000,59.540001,2013-06-06
28.070000,39.410000,8.280000,32.180000,0.600000,60.169998,2013-06-07
50.139999,72.139999,19.780001,54.700001,1.050000,48.619999,2013-06-08
41.540001,128.089996,14.900000,39.560001,1.180000,45.950001,2013-06-09
32.779999,121.129997,16.150000,38.119999,1.190000,57.950001,2013-06-10
208.360001,443.329987,10.930000,32.029999,0.950000,69.379997,2013-06-11
27.360001,47.320000,8.840000,33.299999,0.940000,58.509998,2013-06-12
25.930000,49.759998,9.740000,33.810001,0.890000,63.340000,2013-06-13
29.750000,57.619999,14.650000,38.419998,1.030000,57.130001,2013-06-14
26.530001,57.189999,7.840000,37.169998,0.630000,55.389999,2013-06-15
46.849998,102.830002,22.430000,54.279999,0.880000,40.950001,2013-06-16
85.410004,199.149994,38.779999,62.500000,1.360000,23.290001,2013-06-17
29.059999,58.220001,10.250000,29.719999,0.570000,59.810001,2013-06-18
22.200001,40.790001,7.430000,34.139999,0.570000,41.820000,2013-06-19
29.049999,32.630001,5.810000,33.490002,0.630000,37.400002,2013-06-20
49.770000,97.029999,9.450000,55.540001,0.660000,40.549999,2013-06-21
64.510002,109.769997,14.240000,63.590000,0.720000,48.480000,2013-06-22
68.050003,132.910004,20.969999,67.510002,0.830000,52.919998,2013-06-23
42.169998,54.000000,9.420000,47.540001,0.630000,52.509998,2013-06-24
58.689999,110.220001,11.910000,51.820000,0.820000,41.450001,2013-06-25
70.970001,150.869995,22.230000,58.580002,1.050000,37.540001,2013-06-26
46.779999,78.959999,15.160000,42.029999,0.570000,50.130001,2013-06-27
69.790001,146.619995,16.370001,52.000000,0.940000,32.619999,2013-06-28
46.250000,93.779999,11.570000,43.369999,0.830000,50.790001,2013-06-29
43.340000,70.150002,11.350000,41.150002,0.840000,63.549999,2013-06-30
63.610001,137.399994,17.600000,58.889999,0.990000,59.540001,2013-07-01
34.369999,62.349998,8.650000,32.500000,0.640000,80.440002,2013-07-02
53.799999,133.470001,18.120001,60.000000,1.110000,49.380001,2013-07-03
62.590000,158.059998,20.709999,54.279999,1.080000,61.480000,2013-07-04
41.540001,102.169998,11.610000,32.480000,0.790000,67.160004,2013-07-05
30.139999,51.439999,6.470000,33.090000,0.780000,59.939999,2013-07-06
32.950001,64.410004,7.800000,33.419998,0.680000,52.349998,2013-07-07
34.900002,77.769997,8.320000,45.599998,0.810000,48.330002,2013-07-08
44.700001,100.120003,14.550000,61.820000,1.030000,60.119999,2013-07-09
61.169998,202.990005,16.400000,64.209999,1.010000,69.370003,2013-07-10
76.070000,208.440002,23.030001,103.309998,1.650000,51.169998,2013-07-11
64.449997,130.759995,13.360000,66.830002,1.460000,61.619999,2013-07-12
97.540001,264.720001,13.040000,101.669998,2.190000,63.730000,2013-07-13
76.669998,145.360001,15.550000,66.779999,1.730000,78.099998,2013-07-14
95.050003,227.710007,18.020000,69.809998,1.430000,56.070000,2013-07-15
53.320000,52.770000,8.010000,44.459999,0.770000,95.480003,2013-07-16
60.349998,137.070007,12.780000,74.730003,1.120000,66.699997,2013-07-17
54.619999,112.769997,10.530000,51.570000,0.930000,89.169998,2013-07-18
46.669998,92.529999,7.640000,44.200001,0.690000,86.360001,2013-07-19
52.849998,105.230003,12.070000,51.590000,0.900000,77.480003,2013-07-20
92.070000,172.830002,22.620001,67.070000,1.260000,60.610001,2013-07-21
91.860001,209.759995,17.520000,57.029999,1.200000,51.790001,2013-07-22
62.200001,83.180000,12.730000,49.820000,0.960000,62.730000,2013-07-23
72.620003,137.490005,14.820000,53.750000,1.020000,70.620003,2013-07-24
59.180000,127.150002,13.400000,42.240002,0.940000,65.379997,2013-07-25
39.189999,84.849998,9.720000,48.509998,0.750000,80.820000,2013-07-26
60.570000,182.880005,16.440001,69.400002,0.930000,64.790001,2013-07-27
51.150002,139.100006,9.350000,48.500000,0.890000,72.830002,2013-07-28
58.639999,147.139999,10.610000,55.330002,1.010000,69.980003,2013-07-29
48.259998,120.360001,5.560000,47.029999,0.980000,74.989998,2013-07-30
51.689999,137.639999,14.390000,53.770000,1.170000,62.369999,2013-07-31
73.209999,186.500000,18.100000,63.250000,1.250000,59.790001,2013-08-01
90.349998,234.470001,22.190001,86.800003,1.340000,53.040001,2013-08-02
76.220001,188.190002,21.120001,79.510002,1.210000,64.070000,2013-08-03
33.200001,66.209999,5.240000,38.500000,0.810000,87.199997,2013-08-04
49.509998,139.089996,9.320000,58.740002,1.260000,60.310001,2013-08-05
44.270000,127.959999,13.300000,62.430000,1.170000,73.660004,2013-08-06
50.970001,161.770004,14.910000,67.739998,1.070000,46.980000,2013-08-07
43.220001,129.410004,7.120000,57.630001,0.670000,47.709999,2013-08-08
33.910000,96.050003,5.200000,47.939999,0.630000,62.349998,2013-08-09
38.080002,109.860001,9.120000,55.889999,0.660000,59.169998,2013-08-10
66.089996,233.220001,12.920000,83.480003,1.160000,43.810001,2013-08-11
55.540001,109.449997,10.900000,51.020000,0.850000,56.619999,2013-08-12
49.349998,130.520004,7.880000,67.400002,1.160000,30.820000,2013-08-13
44.590000,87.860001,9.970000,59.779999,0.930000,44.180000,2013-08-14
32.380001,79.919998,7.930000,53.240002,0.680000,70.010002,2013-08-15
45.340000,134.559998,11.410000,62.650002,1.020000,49.060001,2013-08-16
41.310001,94.510002,10.260000,50.169998,0.860000,53.919998,2013-08-17
31.280001,59.250000,6.180000,49.070000,0.800000,45.700001,2013-08-18
36.060001,96.930000,12.110000,52.689999,0.900000,41.880001,2013-08-19
39.070000,118.889999,15.170000,60.200001,1.050000,38.009998,2013-08-20
55.700001,172.839996,21.379999,72.669998,1.440000,40.840000,2013-08-21
66.489998,206.589996,22.559999,91.589996,1.670000,24.490000,2013-08-22
66.290001,218.339996,24.969999,100.580002,1.510000,39.119999,2013-08-23
65.599998,189.190002,27.150000,83.160004,1.440000,44.650002,2013-08-24
42.799999,119.239998,10.710000,39.549999,0.820000,78.830002,2013-08-25
20.469999,50.070000,5.450000,45.849998,1.200000,64.370003,2013-08-26
35.619999,112.279999,15.720000,44.779999,1.150000,50.240002,2013-08-27
60.660000,177.190002,24.150000,65.959999,1.450000,43.480000,2013-08-28
74.910004,269.019989,42.830002,110.209999,1.890000,43.160000,2013-08-29
60.959999,246.089996,16.330000,69.900002,1.060000,56.790001,2013-08-30
47.930000,174.110001,3.790000,31.219999,0.430000,46.779999,2013-08-31
31.540001,89.430000,8.620000,50.049999,0.840000,31.879999,2013-09-01
33.830002,108.239998,14.260000,55.580002,0.980000,29.730000,2013-09-02
49.080002,138.130005,31.400000,59.459999,1.220000,31.049999,2013-09-03
76.760002,189.380005,47.529999,63.310001,1.660000,35.320000,2013-09-04
68.769997,197.720001,52.439999,77.370003,1.550000,46.470001,2013-09-05
63.450001,196.369995,28.690001,69.459999,1.220000,39.450001,2013-09-06
52.900002,145.460007,23.860001,55.540001,1.190000,44.439999,2013-09-07
45.160000,121.500000,16.580000,51.040001,1.140000,47.230000,2013-09-08
53.970001,144.470001,20.950001,61.490002,1.170000,42.709999,2013-09-09
77.089996,219.500000,30.910000,61.970001,1.190000,40.220001,2013-09-10
59.220001,177.759995,19.530001,54.340000,1.070000,38.189999,2013-09-11
69.410004,157.929993,19.540001,60.700001,1.060000,39.500000,2013-09-12
42.480000,95.599998,11.780000,46.630001,0.850000,41.450001,2013-09-13
44.680000,116.830002,16.350000,52.090000,0.980000,28.200001,2013-09-14
28.309999,81.620003,13.760000,45.340000,0.650000,44.330002,2013-09-15
45.410000,116.349998,19.820000,49.139999,1.040000,33.650002,2013-09-16
35.410000,55.790001,6.940000,36.740002,0.810000,36.599998,2013-09-17
63.310001,112.510002,16.030001,55.630001,1.280000,27.549999,2013-09-18
54.549999,88.730003,18.200001,42.340000,1.230000,36.540001,2013-09-19
53.889999,80.949997,22.270000,47.610001,0.940000,33.130001,2013-09-20
16.200001,40.230000,8.840000,29.080000,0.440000,39.810001,2013-09-21
26.590000,59.770000,16.389999,29.580000,0.710000,27.940001,2013-09-22
62.700001,150.399994,28.969999,50.599998,1.190000,19.990000,2013-09-23
87.169998,203.419998,49.779999,71.010002,1.570000,13.740000,2013-09-24
123.620003,227.789993,69.980003,95.989998,1.930000,17.020000,2013-09-25
77.989998,240.339996,89.610001,103.099998,2.310000,13.340000,2013-09-26
134.970001,305.179993,74.220001,106.099998,2.100000,25.370001,2013-09-27
70.230003,175.929993,31.700001,86.239998,1.200000,33.009998,2013-09-28
56.209999,122.949997,24.990000,61.250000,1.310000,23.480000,2013-09-29
59.029999,141.699997,31.680000,58.779999,1.310000,17.900000,2013-09-30
116.660004,229.639999,53.189999,71.550003,1.990000,16.650000,2013-10-01
105.680000,225.029999,65.660004,74.900002,1.700000,28.040001,2013-10-02
58.669998,130.869995,25.010000,64.680000,1.200000,21.090000,2013-10-03
82.080002,186.699997,40.389999,62.389999,1.690000,16.430000,2013-10-04
77.669998,166.460007,39.860001,71.150002,1.450000,16.660000,2013-10-05
62.299999,149.240005,31.820000,73.769997,1.410000,15.830000,2013-10-06
70.620003,196.369995,46.080002,72.419998,1.920000,24.370001,2013-10-07
90.290001,172.589996,42.080002,63.400002,1.780000,31.910000,2013-10-08
61.779999,160.089996,33.950001,62.570000,1.440000,15.740000,2013-10-09
43.869999,108.959999,22.709999,41.860001,1.090000,25.799999,2013-10-10
20.309999,30.190001,5.800000,39.610001,0.670000,25.219999,2013-10-11
54.139999,75.250000,17.629999,56.779999,1.540000,12.960000,2013-10-12
26.549999,47.919998,12.890000,39.080002,0.770000,29.240000,2013-10-13
11.210000,33.630001,26.350000,49.040001,1.210000,6.570000,2013-10-14
63.820000,129.550003,55.119999,55.860001,2.370000,6.820000,2013-10-15
105.470001,167.000000,51.369999,57.529999,2.540000,10.280000,2013-10-16
83.910004,140.220001,33.220001,51.430000,2.140000,16.160000,2013-10-17
85.510002,173.619995,57.220001,56.709999,2.300000,7.190000,2013-10-18
150.080002,224.250000,83.790001,55.259998,2.720000,7.230000,2013-10-19
133.630005,206.080002,59.180000,48.279999,2.350000,12.350000,2013-10-20
82.519997,139.589996,39.680000,52.980000,1.930000,16.290001,2013-10-21
114.680000,205.759995,69.459999,56.180000,2.350000,3.630000,2013-10-22
152.509995,218.800003,82.629997,58.189999,2.440000,6.920000,2013-10-23
132.130005,183.039993,64.290001,60.009998,2.300000,9.560000,2013-10-24
97.510002,132.910004,51.009998,74.739998,1.960000,16.200001,2013-10-25
106.760002,210.679993,40.869999,73.669998,2.040000,11.300000,2013-10-26
120.989998,249.509995,43.880001,64.680000,2.340000,18.639999,2013-10-27
89.410004,198.779999,26.299999,61.130001,1.990000,16.709999,2013-10-28
64.930000,150.270004,25.230000,53.959999,1.490000,9.510000,2013-10-29
89.470001,184.059998,27.650000,54.180000,1.870000,9.780000,2013-10-30
139.720001,256.950012,43.639999,66.089996,2.350000,5.840000,2013-10-31
147.360001,245.899994,51.849998,70.470001,2.430000,9.270000,2013-11-01
164.300003,285.450012,59.270000,61.490002,2.460000,8.300000,2013-11-02
173.800003,270.609985,66.970001,73.279999,2.220000,10.000000,2013-11-03
38.169998,42.830002,7.670000,41.049999,0.880000,27.049999,2013-11-04
96.690002,130.580002,20.790001,45.240002,2.300000,15.700000,2013-11-05
128.190002,180.500000,32.009998,58.930000,2.500000,7.760000,2013-11-06
143.500000,201.229996,34.150002,65.629997,2.520000,8.060000,2013-11-07
80.550003,111.260002,17.760000,54.189999,1.760000,5.410000,2013-11-08
29.690001,26.570000,4.320000,29.870001,0.850000,5.830000,2013-11-09
62.189999,61.410000,11.210000,40.139999,1.190000,1.450000,2013-11-10
130.009995,160.119995,18.910000,45.000000,2.650000,0.980000,2013-11-11
184.229996,252.750000,32.360001,66.900002,3.880000,0.700000,2013-11-12
131.479996,183.960007,37.049999,49.599998,3.360000,2.490000,2013-11-13
225.089996,333.140015,53.490002,46.220001,3.950000,0.970000,2013-11-14
292.350006,366.450012,43.310001,49.889999,4.740000,1.050000,2013-11-15
310.640015,407.170013,45.599998,36.150002,3.970000,1.530000,2013-11-16
334.510010,399.269989,54.349998,36.490002,4.920000,2.470000,2013-11-17
600.450012,970.669983,66.169998,75.930000,5.020000,2.230000,2013-11-18
348.679993,701.530029,132.339996,118.129997,3.790000,0.990000,2013-11-19
250.770004,261.179993,69.070000,111.900002,4.740000,0.000000,2013-11-20
26.840000,27.059999,8.650000,52.230000,1.040000,6.230000,2013-11-21
44.520000,63.939999,18.389999,56.360001,1.530000,2.680000,2013-11-22
44.689999,66.150002,27.520000,57.790001,1.820000,4.970000,2013-11-23
97.080002,127.239998,33.619999,48.990002,2.780000,3.180000,2013-11-24
128.649994,142.710007,24.129999,59.680000,3.360000,1.580000,2013-11-25
228.779999,259.839996,28.740000,62.480000,5.210000,0.550000,2013-11-26
140.479996,148.410004,49.450001,58.980000,3.540000,1.110000,2013-11-27
158.110001,194.119995,41.139999,44.970001,3.150000,0.430000,2013-11-28
240.380005,299.309998,36.060001,47.540001,4.540000,0.960000,2013-11-29
116.070000,147.059998,64.599998,66.320000,3.490000,0.000000,2013-11-30
173.580002,203.229996,39.299999,59.759998,4.180000,0.010000,2013-12-01
107.480003,113.629997,35.009998,67.019997,2.700000,0.090000,2013-12-02
66.000000,47.650002,10.580000,53.250000,2.340000,1.830000,2013-12-03
99.000000,90.849998,45.439999,54.439999,3.040000,0.020000,2013-12-04
69.000000,73.290001,45.860001,46.410000,1.300000,2.750000,2013-12-05
40.000000,32.730000,9.980000,42.230000,1.340000,7.090000,2013-12-06
58.900002,58.509998,26.469999,44.689999,1.480000,7.060000,2013-12-07
68.820000,80.620003,18.500000,38.290001,2.060000,5.260000,2013-12-08
75.879997,87.470001,27.629999,54.080002,2.590000,4.030000,2013-12-09
172.949997,248.750000,27.020000,33.299999,4.420000,0.920000,2013-12-10
185.479996,253.460007,25.040001,21.180000,3.480000,5.250000,2013-12-11
141.800003,164.369995,33.849998,50.689999,3.670000,1.240000,2013-12-12
137.139999,161.610001,50.419998,55.380001,3.560000,0.720000,2013-12-13
131.050003,165.389999,35.110001,50.540001,2.690000,2.750000,2013-12-14
95.900002,130.000000,62.540001,62.930000,1.780000,1.480000,2013-12-15
95.129997,119.300003,49.580002,54.000000,2.060000,0.930000,2013-12-16
84.800003,104.989998,30.559999,58.500000,2.550000,1.660000,2013-12-17
82.139999,96.110001,32.939999,53.130001,1.810000,1.440000,2013-12-18
72.970001,81.419998,32.669998,57.009998,1.770000,4.480000,2013-12-19
90.010002,129.570007,85.379997,58.480000,2.000000,2.940000,2013-12-20
65.930000,88.930000,71.400002,40.410000,1.600000,6.760000,2013-12-21
104.330002,140.229996,58.720001,62.730000,2.870000,2.780000,2013-12-22
97.389999,116.320000,67.019997,66.470001,2.410000,1.400000,2013-12-23
156.839996,184.740005,85.809998,62.000000,3.410000,1.820000,2013-12-24
168.570007,197.250000,138.619995,68.110001,3.170000,1.300000,2013-12-25
332.549988,427.829987,155.240005,66.199997,5.470000,0.050000,2013-12-26
183.229996,225.399994,131.100006,75.459999,3.420000,1.350000,2013-12-27
209.979996,297.649994,100.599998,92.760002,5.460000,2.890000,2013-12-28
354.459991,480.989990,74.860001,121.769997,8.060000,0.490000,2013-12-29
202.550003,217.070007,84.360001,87.550003,5.730000,0.710000,2013-12-30
253.830002,355.399994,76.589996,100.709999,6.170000,2.810000,2013-12-31
174.039993,201.419998,71.230003,81.980003,4.460000,3.850000,2014-01-01
174.990005,213.250000,50.910000,77.320000,3.900000,2.200000,2014-01-02
216.630005,297.070007,127.949997,69.790001,5.750000,0.460000,2014-01-03
168.779999,225.419998,181.869995,59.580002,3.570000,0.010000,2014-01-04
122.209999,123.820000,54.830002,72.489998,2.630000,5.170000,2014-01-05
92.139999,114.699997,51.230000,49.889999,1.820000,4.110000,2014-01-06
182.990005,243.500000,90.389999,57.849998,3.380000,3.620000,2014-01-07
172.339996,204.619995,102.370003,68.300003,2.620000,3.460000,2014-01-08
258.410004,371.200012,66.779999,62.779999,4.060000,4.220000,2014-01-09
319.220001,512.590027,55.480000,73.900002,5.460000,0.950000,2014-01-10
269.839996,528.270020,71.870003,83.860001,5.150000,0.480000,2014-01-11
