PM2_5,PM10,SO2,NO2,CO,O3,Time
59.090000,144.809998,95.949997,53.490002,2.870000,53.630001,2013-09-13
39.639999,130.149994,44.630001,46.430000,2.220000,40.020000,2013-09-14
66.059998,128.919998,43.080002,39.779999,2.140000,55.040001,2013-09-15
32.970001,63.759998,19.590000,36.689999,2.240000,42.700001,2013-09-16
48.470001,80.349998,27.070000,36.500000,2.320000,21.799999,2013-09-17
41.750000,68.180000,27.660000,31.030001,2.170000,61.169998,2013-09-18
105.320000,147.039993,49.740002,46.410000,2.870000,53.549999,2013-09-19
52.939999,93.379997,36.990002,35.450001,2.040000,32.869999,2013-09-20
15.440000,27.809999,15.860000,25.969999,1.540000,39.320000,2013-09-21
27.350000,49.639999,17.379999,34.570000,1.940000,19.990000,2013-09-22
22.639999,39.009998,22.160000,27.930000,1.910000,15.860000,2013-09-23
16.490000,46.590000,39.549999,29.690001,1.680000,17.430000,2013-09-24
30.950001,93.550003,59.099998,38.779999,1.970000,23.860001,2013-09-25
74.419998,215.350006,107.190002,47.450001,2.860000,18.940001,2013-09-26
103.070000,248.759995,93.150002,58.340000,3.190000,20.780001,2013-09-27
147.369995,303.119995,103.209999,67.269997,3.740000,28.900000,2013-09-28
97.610001,191.229996,55.900002,53.869999,2.710000,35.419998,2013-09-29
152.309998,234.139999,33.180000,54.580002,2.680000,50.070000,2013-09-30
51.250000,86.930000,20.700001,41.970001,2.120000,32.070000,2013-10-01
39.290001,117.629997,52.549999,42.410000,2.190000,19.330000,2013-10-02
82.019997,239.289993,71.250000,51.000000,2.830000,22.610001,2013-10-03
132.860001,280.899994,78.540001,53.880001,3.100000,35.119999,2013-10-04
154.229996,280.959991,58.310001,47.160000,2.810000,56.549999,2013-10-05
187.559998,277.549988,39.650002,55.849998,2.820000,56.869999,2013-10-06
132.619995,235.300003,54.200001,55.680000,2.930000,38.169998,2013-10-07
78.339996,138.119995,30.340000,43.650002,2.410000,40.299999,2013-10-08
164.250000,309.470001,67.709999,55.869999,3.670000,43.849998,2013-10-09
53.230000,171.089996,51.900002,44.169998,2.770000,30.770000,2013-10-10
77.190002,223.570007,105.000000,56.720001,2.910000,20.340000,2013-10-11
85.129997,189.059998,73.389999,55.290001,2.260000,39.950001,2013-10-12
134.330002,224.850006,73.820000,63.270000,2.500000,33.799999,2013-10-13
25.830000,44.470001,24.070000,34.799999,1.480000,19.139999,2013-10-14
26.879999,70.080002,46.419998,37.910000,1.600000,14.600000,2013-10-15
90.110001,207.320007,86.959999,50.020000,2.520000,10.260000,2013-10-16
100.470001,191.229996,67.839996,50.330002,2.510000,17.440001,2013-10-17
144.850006,268.410004,100.660004,53.889999,2.870000,19.020000,2013-10-18
37.419998,97.470001,57.080002,42.919998,1.300000,21.100000,2013-10-19
56.130001,143.949997,84.059998,51.810001,1.810000,13.620000,2013-10-20
107.059998,252.860001,139.850006,58.509998,2.590000,15.560000,2013-10-21
97.769997,244.589996,101.959999,48.939999,2.700000,18.530001,2013-10-22
34.619999,130.570007,92.199997,51.000000,1.570000,19.030001,2013-10-23
34.340000,96.019997,72.910004,47.830002,1.400000,21.920000,2013-10-24
53.439999,125.900002,89.919998,63.680000,1.980000,21.360001,2013-10-25
145.919998,326.130005,173.529999,73.290001,3.730000,13.130000,2013-10-26
234.000000,468.489990,144.339996,78.879997,4.950000,9.300000,2013-10-27
168.869995,355.910004,147.130005,81.160004,4.250000,12.030000,2013-10-28
73.459999,146.179993,89.559998,57.439999,2.210000,18.049999,2013-10-29
163.210007,274.380005,92.830002,73.849998,3.810000,13.570000,2013-10-30
161.710007,279.959991,131.740005,80.250000,4.080000,5.130000,2013-10-31
140.190002,199.490005,103.089996,62.380001,4.120000,1.850000,2013-11-01
143.970001,208.800003,225.429993,68.070000,4.480000,5.280000,2013-11-02
83.760002,154.619995,152.309998,48.980000,2.760000,8.410000,2013-11-03
60.689999,134.449997,163.440002,59.439999,2.690000,6.170000,2013-11-04
99.129997,171.880005,225.880005,63.020000,3.400000,10.050000,2013-11-05
78.199997,187.380005,172.449997,48.529999,2.880000,14.280000,2013-11-06
96.059998,228.330002,207.929993,62.919998,4.000000,5.130000,2013-11-07
118.360001,239.399994,120.849998,68.239998,4.210000,9.050000,2013-11-08
74.370003,147.529999,134.210007,54.029999,2.760000,9.150000,2013-11-09
28.760000,70.470001,121.260002,41.590000,2.130000,8.470000,2013-11-10
64.070000,138.320007,169.679993,51.669998,2.750000,11.050000,2013-11-11
76.120003,159.830002,133.690002,54.700001,2.940000,8.540000,2013-11-12
98.790001,209.039993,133.960007,56.290001,3.530000,9.150000,2013-11-13
46.689999,158.470001,65.440002,38.799999,2.120000,20.870001,2013-11-14
123.239998,323.779999,226.860001,66.129997,3.890000,4.260000,2013-11-15
42.740002,150.089996,103.040001,34.040001,2.150000,17.420000,2013-11-16
55.130001,121.809998,126.169998,46.509998,2.840000,5.140000,2013-11-17
91.010002,224.449997,188.410004,56.959999,4.570000,2.800000,2013-11-18
115.820000,260.549988,191.809998,54.349998,4.840000,3.850000,2013-11-19
112.809998,232.500000,186.089996,59.180000,4.150000,6.840000,2013-11-20
81.510002,168.449997,126.089996,50.950001,3.360000,10.460000,2013-11-21
132.279999,278.179993,214.080002,65.389999,5.610000,3.990000,2013-11-22
190.050003,355.739990,249.339996,74.629997,6.150000,3.050000,2013-11-23
45.959999,160.389999,61.700001,28.010000,2.880000,16.459999,2013-11-24
30.490000,90.389999,74.970001,31.709999,3.180000,14.880000,2013-11-25
56.139999,150.690002,139.970001,39.430000,4.050000,11.190000,2013-11-26
14.490000,59.660000,48.310001,18.700001,3.090000,25.010000,2013-11-27
24.790001,71.610001,82.959999,33.110001,3.530000,16.410000,2013-11-28
116.129997,242.330002,290.190002,69.449997,5.610000,1.550000,2013-11-29
98.870003,178.190002,207.460007,59.360001,4.790000,7.750000,2013-11-30
114.820000,247.389999,362.820007,71.610001,6.740000,1.080000,2013-12-01
175.410004,343.470001,453.609985,87.650002,8.450000,1.240000,2013-12-02
