PM2_5,PM10,SO2,NO2,CO,O3,Time
58.779999,144.300003,85.500000,66.320000,1.580000,24.170000,2013-11-07
78.650002,156.539993,72.480003,75.440002,1.730000,26.290001,2013-11-08
146.630005,223.710007,62.740002,74.870003,2.540000,9.280000,2013-11-09
65.150002,107.650002,51.480000,50.930000,1.580000,24.480000,2013-11-10
55.509998,122.500000,94.230003,66.160004,1.830000,17.049999,2013-11-11
67.230003,139.910004,90.029999,77.290001,1.950000,16.600000,2013-11-12
103.419998,177.270004,113.760002,79.970001,1.880000,17.549999,2013-11-13
127.290001,207.059998,120.290001,78.400002,1.820000,20.260000,2013-11-14
92.970001,209.130005,106.949997,65.449997,1.450000,26.040001,2013-11-15
85.730003,221.880005,93.680000,57.529999,1.220000,28.920000,2013-11-16
41.570000,83.980003,90.500000,53.730000,1.240000,21.830000,2013-11-17
49.840000,102.099998,82.089996,57.740002,1.440000,18.510000,2013-11-18
72.559998,140.130005,147.940002,69.180000,2.030000,14.270000,2013-11-19
131.000000,245.750000,205.679993,97.129997,2.720000,12.240000,2013-11-20
219.639999,368.329987,212.619995,125.400002,4.220000,8.300000,2013-11-21
185.630005,297.440002,107.160004,103.489998,3.340000,17.580000,2013-11-22
115.860001,181.320007,74.169998,65.220001,1.800000,21.680000,2013-11-23
93.000000,115.629997,46.990002,54.250000,1.490000,9.830000,2013-11-24
48.520000,88.389999,53.660000,40.799999,1.440000,19.540001,2013-11-25
58.389999,114.680000,109.360001,55.880001,1.820000,13.770000,2013-11-26
27.150000,75.959999,43.330002,34.240002,1.190000,30.090000,2013-11-27
40.529999,92.050003,92.900002,49.759998,1.580000,16.860001,2013-11-28
52.180000,112.660004,115.379997,61.080002,1.850000,14.750000,2013-11-29
104.650002,175.229996,109.260002,77.860001,1.910000,15.890000,2013-11-30
89.040001,150.039993,83.930000,67.709999,1.900000,16.709999,2013-12-01
133.649994,213.880005,112.699997,87.570000,2.190000,18.660000,2013-12-02
192.559998,303.700012,178.059998,106.849998,3.250000,8.140000,2013-12-03
91.419998,166.089996,130.410004,79.269997,2.010000,15.810000,2013-12-04
146.279999,216.960007,117.589996,70.779999,1.630000,19.459999,2013-12-05
87.019997,149.270004,102.169998,69.129997,1.610000,13.790000,2013-12-06
199.729996,292.880005,123.480003,93.919998,2.240000,16.200001,2013-12-07
307.119995,406.170013,98.099998,93.160004,3.050000,5.920000,2013-12-08
81.980003,132.369995,61.820000,44.660000,1.390000,20.129999,2013-12-09
78.199997,145.860001,100.150002,64.019997,1.540000,13.320000,2013-12-10
46.599998,99.750000,79.309998,47.009998,1.130000,20.090000,2013-12-11
66.629997,150.339996,109.089996,59.540001,1.400000,17.139999,2013-12-12
69.199997,159.649994,145.679993,76.250000,1.620000,10.070000,2013-12-13
193.649994,334.619995,204.869995,108.349998,2.890000,6.240000,2013-12-14
219.990005,382.160004,192.360001,116.570000,3.350000,7.160000,2013-12-15
226.020004,385.709991,197.869995,123.430000,3.480000,7.190000,2013-12-16
197.500000,322.750000,165.389999,109.199997,2.910000,7.690000,2013-12-17
72.029999,110.250000,88.809998,49.970001,1.460000,15.300000,2013-12-18
140.800003,217.240005,157.630005,76.480003,2.110000,6.740000,2013-12-19
143.270004,229.750000,145.789993,81.970001,2.290000,9.740000,2013-12-20
82.660004,155.850006,160.729996,80.730003,2.020000,10.850000,2013-12-21
105.339996,182.990005,138.179993,86.309998,2.310000,9.330000,2013-12-22
185.759995,300.790009,160.380005,95.080002,2.750000,8.830000,2013-12-23
242.990005,380.630005,197.449997,115.160004,2.830000,8.610000,2013-12-24
290.470001,432.720001,176.789993,119.220001,2.980000,10.570000,2013-12-25
113.440002,201.600006,58.930000,48.540001,1.180000,21.030001,2013-12-26
68.980003,134.080002,136.630005,68.029999,1.690000,10.970000,2013-12-27
95.820000,173.289993,145.559998,74.559998,2.080000,9.980000,2013-12-28
67.320000,132.550003,106.629997,64.000000,1.570000,14.960000,2013-12-29
74.300003,167.889999,136.369995,76.610001,1.820000,10.660000,2013-12-30
71.720001,224.490005,134.990005,72.330002,1.750000,13.990000,2013-12-31
67.239998,199.190002,154.029999,77.190002,2.230000,9.670000,2014-01-01
94.330002,215.570007,138.929993,82.080002,2.650000,10.800000,2014-01-02
137.789993,275.250000,165.399994,91.129997,2.800000,9.110000,2014-01-03
74.389999,139.199997,96.540001,59.209999,1.660000,12.400000,2014-01-04
183.250000,281.309998,137.350006,80.529999,2.250000,6.520000,2014-01-05
265.070007,410.070007,156.429993,109.550003,4.100000,6.990000,2014-01-06
258.869995,384.510010,148.669998,95.839996,3.480000,7.550000,2014-01-07
77.300003,120.980003,114.040001,55.020000,1.590000,15.480000,2014-01-08
